,X,Y,date,Cs_137_(Bq/m3)
587,5.75,43.71,1986-05-24,0.0
588,5.75,43.71,1986-05-25,0.0
589,5.75,43.71,1986-05-26,0.0
590,5.75,43.71,1986-05-27,0.0
591,5.75,43.71,1986-05-28,0.0
592,5.75,43.71,1986-05-29,0.0
593,5.75,43.71,1986-05-30,0.0
594,5.75,43.71,1986-05-31,0.0
595,0.25,47.15,1986-04-27,0.0
596,0.25,47.15,1986-04-28,0.13
597,0.25,47.15,1986-04-29,0.26
598,0.25,47.15,1986-04-30,0.39
599,0.25,47.15,1986-05-01,0.52
600,0.25,47.15,1986-05-02,0.65
601,0.25,47.15,1986-05-03,0.16
602,0.25,47.15,1986-05-04,0.0
603,0.25,47.15,1986-05-05,0.0
604,0.25,47.15,1986-05-06,0.0
605,0.25,47.15,1986-05-07,0.005
606,0.25,47.15,1986-05-08,0.0085
607,0.25,47.15,1986-05-09,0.0038
608,0.25,47.15,1986-05-10,0.0
609,0.25,47.15,1986-05-11,0.0
610,0.25,47.15,1986-05-12,0.0
611,0.25,47.15,1986-05-13,0.0
612,0.25,47.15,1986-05-14,0.0
613,0.25,47.15,1986-05-15,0.0
614,0.25,47.15,1986-05-16,0.0
615,0.25,47.15,1986-05-17,0.0
616,0.25,47.15,1986-05-18,0.0
617,0.25,47.15,1986-05-19,0.0
618,0.25,47.15,1986-05-20,0.0
619,0.25,47.15,1986-05-21,0.0
620,0.25,47.15,1986-05-22,0.0
621,0.25,47.15,1986-05-23,0.0
622,0.25,47.15,1986-05-24,0.0
623,0.25,47.15,1986-05-25,0.0
624,0.25,47.15,1986-05-26,0.0
625,0.25,47.15,1986-05-27,0.0
626,0.25,47.15,1986-05-28,0.0
627,0.25,47.15,1986-05-29,0.0
628,0.25,47.15,1986-05-30,0.0
629,0.25,47.15,1986-05-31,0.0
630,4.81,50.1,1986-04-27,0.0
631,4.81,50.1,1986-04-28,0.6
632,4.81,50.1,1986-04-29,1.2
633,4.81,50.1,1986-04-30,1.7999999999999998
634,4.81,50.1,1986-05-01,2.4
635,4.81,50.1,1986-05-02,3.0
636,4.81,50.1,1986-05-03,1.099999
637,4.81,50.1,1986-05-04,0.31
638,4.81,50.1,1986-05-05,0.07
639,4.81,50.1,1986-05-06,0.06
640,4.81,50.1,1986-05-07,0.022
641,4.81,50.1,1986-05-08,0.002
642,4.81,50.1,1986-05-09,0.0042
643,4.81,50.1,1986-05-10,0.004
644,4.81,50.1,1986-05-11,0.004
645,4.81,50.1,1986-05-12,0.004
646,4.81,50.1,1986-05-13,0.001
647,4.81,50.1,1986-05-14,0.0025
648,4.81,50.1,1986-05-15,0.004
649,4.81,50.1,1986-05-16,0.00375
650,4.81,50.1,1986-05-17,0.0034999999999999996
651,4.81,50.1,1986-05-18,0.0032499999999999994
652,4.81,50.1,1986-05-19,0.002999999999999999
653,4.81,50.1,1986-05-20,0.002749999999999999
654,4.81,50.1,1986-05-21,0.0024999999999999988
655,4.81,50.1,1986-05-22,0.0022499999999999985
656,4.81,50.1,1986-05-23,0.0019999999999999983
657,4.81,50.1,1986-05-24,0.001749999999999998
658,4.81,50.1,1986-05-25,0.0014999999999999979
659,4.81,50.1,1986-05-26,0.0012499999999999976
660,4.81,50.1,1986-05-27,0.0009999999999999974
661,4.81,50.1,1986-05-28,0.0007499999999999972
662,4.81,50.1,1986-05-29,0.000499999999999997
663,4.81,50.1,1986-05-30,0.00024999999999999675
664,4.81,50.1,1986-05-31,0.0
665,4.8,44.63,1986-04-27,0.0
666,4.8,44.63,1986-04-28,0.019
667,4.8,44.63,1986-04-29,0.038
668,4.8,44.63,1986-04-30,0.056999999999999995
669,4.8,44.63,1986-05-01,0.076
670,4.8,44.63,1986-05-02,0.095
671,4.8,44.63,1986-05-03,0.3
672,4.8,44.63,1986-05-04,0.3
673,4.8,44.63,1986-05-05,0.11
674,4.8,44.63,1986-05-06,0.0
675,4.8,44.63,1986-05-07,0.0
676,4.8,44.63,1986-05-08,0.0
677,4.8,44.63,1986-05-09,0.0
678,4.8,44.63,1986-05-10,0.0
679,4.8,44.63,1986-05-11,0.0
680,4.8,44.63,1986-05-12,0.0
681,4.8,44.63,1986-05-13,0.001
682,4.8,44.63,1986-05-14,0.0014
683,4.8,44.63,1986-05-15,0.0011
684,4.8,44.63,1986-05-16,0.0
685,4.8,44.63,1986-05-17,0.001
686,4.8,44.63,1986-05-18,0.001
687,4.8,44.63,1986-05-19,0.0
688,4.8,44.63,1986-05-20,0.0
689,4.8,44.63,1986-05-21,0.0
690,4.8,44.63,1986-05-22,0.0
691,4.8,44.63,1986-05-23,0.0
692,4.8,44.63,1986-05-24,0.0
693,4.8,44.63,1986-05-25,0.0
694,4.8,44.63,1986-05-26,0.0
695,4.8,44.63,1986-05-27,0.0
696,4.8,44.63,1986-05-28,0.0
697,4.8,44.63,1986-05-29,0.0
698,4.8,44.63,1986-05-30,0.0
699,4.8,44.63,1986-05-31,0.0
700,2.51,47.71,1986-04-27,0.0
701,2.51,47.71,1986-04-28,0.0
702,2.51,47.71,1986-04-29,0.0
703,2.51,47.71,1986-04-30,0.0
704,2.51,47.71,1986-05-01,0.0
705,2.51,47.71,1986-05-02,0.0
706,2.51,47.71,1986-05-03,0.0
707,2.51,47.71,1986-05-04,0.0
708,2.51,47.71,1986-05-05,0.0
709,2.51,47.71,1986-05-06,0.0
710,2.51,47.71,1986-05-07,0.0
711,2.51,47.71,1986-05-08,0.0
712,2.51,47.71,1986-05-09,0.0
713,2.51,47.71,1986-05-10,0.0
714,2.51,47.71,1986-05-11,0.0
715,2.51,47.71,1986-05-12,0.0
716,2.51,47.71,1986-05-13,0.0
717,2.51,47.71,1986-05-14,0.0
718,2.51,47.71,1986-05-15,0.0
719,2.51,47.71,1986-05-16,0.0
720,2.51,47.71,1986-05-17,0.0
721,2.51,47.71,1986-05-18,0.0
722,2.51,47.71,1986-05-19,0.0
723,2.51,47.71,1986-05-20,0.0
724,2.51,47.71,1986-05-21,0.0
725,2.51,47.71,1986-05-22,0.0
726,2.51,47.71,1986-05-23,0.0
727,2.51,47.71,1986-05-24,0.0
728,2.51,47.71,1986-05-25,0.0
729,2.51,47.71,1986-05-26,0.0
730,2.51,47.71,1986-05-27,0.0
731,2.51,47.71,1986-05-28,0.0
732,2.51,47.71,1986-05-29,0.0
733,2.51,47.71,1986-05-30,0.0
734,2.51,47.71,1986-05-31,0.0
735,7.56,47.91,1986-04-27,0.0
736,7.56,47.91,1986-04-28,0.3
737,7.56,47.91,1986-04-29,0.6
738,7.56,47.91,1986-04-30,0.8999999999999999
739,7.56,47.91,1986-05-01,1.2
740,7.56,47.91,1986-05-02,1.5
741,7.56,47.91,1986-05-03,1.299999
742,7.56,47.91,1986-05-04,0.3
743,7.56,47.91,1986-05-05,0.22499999999999998
744,7.56,47.91,1986-05-06,0.14999999999999997
745,7.56,47.91,1986-05-07,0.075
746,7.56,47.91,1986-05-08,0.0044
747,7.56,47.91,1986-05-09,0.0038
748,7.56,47.91,1986-05-10,0.0039
749,7.56,47.91,1986-05-11,0.0015
750,7.56,47.91,1986-05-12,0.0014
751,7.56,47.91,1986-05-13,0.0016
752,7.56,47.91,1986-05-14,0.001511111111111111
753,7.56,47.91,1986-05-15,0.001422222222222222
754,7.56,47.91,1986-05-16,0.001333333333333333
755,7.56,47.91,1986-05-17,0.001244444444444444
756,7.56,47.91,1986-05-18,0.001155555555555555
757,7.56,47.91,1986-05-19,0.001066666666666666
758,7.56,47.91,1986-05-20,0.000977777777777777
759,7.56,47.91,1986-05-21,0.0008888888888888881
760,7.56,47.91,1986-05-22,0.0007999999999999991
761,7.56,47.91,1986-05-23,0.0007111111111111101
762,7.56,47.91,1986-05-24,0.0006222222222222211
763,7.56,47.91,1986-05-25,0.0005333333333333321
764,7.56,47.91,1986-05-26,0.00044444444444444306
765,7.56,47.91,1986-05-27,0.00035555555555555405
766,7.56,47.91,1986-05-28,0.00026666666666666505
767,7.56,47.91,1986-05-29,0.00017777777777777605
768,7.56,47.91,1986-05-30,8.888888888888705e-05
769,7.56,47.91,1986-05-31,0.0
770,-1.9,49.55,1986-04-27,0.0
771,-1.9,49.55,1986-04-28,0.0
772,-1.9,49.55,1986-04-29,0.0
773,-1.9,49.55,1986-04-30,0.0
774,-1.9,49.55,1986-05-01,0.0
775,-1.9,49.55,1986-05-02,0.0
776,-1.9,49.55,1986-05-03,0.0
777,-1.9,49.55,1986-05-04,0.0
778,-1.9,49.55,1986-05-05,0.0
779,-1.9,49.55,1986-05-06,0.0
780,-1.9,49.55,1986-05-07,0.0
781,-1.9,49.55,1986-05-08,0.0
782,-1.9,49.55,1986-05-09,0.0
783,-1.9,49.55,1986-05-10,0.0
784,-1.9,49.55,1986-05-11,0.0
785,-1.9,49.55,1986-05-12,0.0
786,-1.9,49.55,1986-05-13,0.0
787,-1.9,49.55,1986-05-14,0.0
788,-1.9,49.55,1986-05-15,0.0
789,-1.9,49.55,1986-05-16,0.0
790,-1.9,49.55,1986-05-17,0.0
791,-1.9,49.55,1986-05-18,0.0
792,-1.9,49.55,1986-05-19,0.0
793,-1.9,49.55,1986-05-20,0.0
794,-1.9,49.55,1986-05-21,0.0
795,-1.9,49.55,1986-05-22,0.0
796,-1.9,49.55,1986-05-23,0.0
797,-1.9,49.55,1986-05-24,0.0
798,-1.9,49.55,1986-05-25,0.0
799,-1.9,49.55,1986-05-26,0.0
800,-1.9,49.55,1986-05-27,0.0
801,-1.9,49.55,1986-05-28,0.0
802,-1.9,49.55,1986-05-29,0.0
803,-1.9,49.55,1986-05-30,0.0
804,-1.9,49.55,1986-05-31,0.0
805,2.31,51.0,1986-04-27,0.0
806,2.31,51.0,1986-04-28,0.0
807,2.31,51.0,1986-04-29,0.0
808,2.31,51.0,1986-04-30,0.0
809,2.31,51.0,1986-05-01,0.0
810,2.31,51.0,1986-05-02,0.0
811,2.31,51.0,1986-05-03,0.34
812,2.31,51.0,1986-05-04,1.299999
813,2.31,51.0,1986-05-05,0.05
814,2.31,51.0,1986-05-06,0.0
815,2.31,51.0,1986-05-07,0.014
816,2.31,51.0,1986-05-08,0.0
817,2.31,51.0,1986-05-09,0.007
818,2.31,51.0,1986-05-10,0.0
819,2.31,51.0,1986-05-11,0.0
820,2.31,51.0,1986-05-12,0.0
821,2.31,51.0,1986-05-13,0.0
822,2.31,51.0,1986-05-14,0.0
823,2.31,51.0,1986-05-15,0.0
824,2.31,51.0,1986-05-16,0.0
825,2.31,51.0,1986-05-17,0.0
826,2.31,51.0,1986-05-18,0.0
827,2.31,51.0,1986-05-19,0.0
828,2.31,51.0,1986-05-20,0.0
829,2.31,51.0,1986-05-21,0.0
830,2.31,51.0,1986-05-22,0.0
831,2.31,51.0,1986-05-23,0.0
832,2.31,51.0,1986-05-24,0.0
833,2.31,51.0,1986-05-25,0.0
834,2.31,51.0,1986-05-26,0.0
835,2.31,51.0,1986-05-27,0.0
836,2.31,51.0,1986-05-28,0.0
837,2.31,51.0,1986-05-29,0.0
838,2.31,51.0,1986-05-30,0.0
839,2.31,51.0,1986-05-31,0.0
840,5.72,45.18,1986-04-27,0.0
841,5.72,45.18,1986-04-28,0.03256
842,5.72,45.18,1986-04-29,0.06512
843,5.72,45.18,1986-04-30,0.09767999999999999
844,5.72,45.18,1986-05-01,0.13024
845,5.72,45.18,1986-05-02,0.1628
846,5.72,45.18,1986-05-03,0.3
847,5.72,45.18,1986-05-04,0.2331
848,5.72,45.18,1986-05-05,0.1258
849,5.72,45.18,1986-05-06,0.0777
850,5.72,45.18,1986-05-07,0.02109
851,5.72,45.18,1986-05-08,0.014306666666666669
852,5.72,45.18,1986-05-09,0.007523333333333337
853,5.72,45.18,1986-05-10,0.00074
854,5.72,45.18,1986-05-11,0.00111
855,5.72,45.18,1986-05-12,0.00074
856,5.72,45.18,1986-05-13,0.0007010526315789473
857,5.72,45.18,1986-05-14,0.0006621052631578946
858,5.72,45.18,1986-05-15,0.000623157894736842
859,5.72,45.18,1986-05-16,0.0005842105263157893
860,5.72,45.18,1986-05-17,0.0005452631578947366
861,5.72,45.18,1986-05-18,0.0005063157894736839
862,5.72,45.18,1986-05-19,0.00046736842105263125
863,5.72,45.18,1986-05-20,0.0004284210526315786
864,5.72,45.18,1986-05-21,0.0003894736842105259
865,5.72,45.18,1986-05-22,0.0003505263157894732
866,5.72,45.18,1986-05-23,0.00031157894736842055
867,5.72,45.18,1986-05-24,0.00027263157894736787
868,5.72,45.18,1986-05-25,0.0002336842105263152
869,5.72,45.18,1986-05-26,0.00019473684210526252
870,5.72,45.18,1986-05-27,0.00015578947368420984
871,5.72,45.18,1986-05-28,0.00011684210526315716
872,5.72,45.18,1986-05-29,7.789473684210449e-05
873,5.72,45.18,1986-05-30,3.894736842105181e-05
874,5.72,45.18,1986-05-31,0.0
875,5.26,45.8,1986-04-27,0.0
876,5.26,45.8,1986-04-28,0.0
877,5.26,45.8,1986-04-29,0.0
878,5.26,45.8,1986-04-30,0.0
879,5.26,45.8,1986-05-01,0.0
880,5.26,45.8,1986-05-02,0.0
881,5.26,45.8,1986-05-03,0.0
882,5.26,45.8,1986-05-04,0.0
883,5.26,45.8,1986-05-05,0.0
884,5.26,45.8,1986-05-06,0.0
885,5.26,45.8,1986-05-07,0.0
886,5.26,45.8,1986-05-08,0.0
887,5.26,45.8,1986-05-09,0.0
888,5.26,45.8,1986-05-10,0.0
889,5.26,45.8,1986-05-11,0.0
890,5.26,45.8,1986-05-12,0.0
891,5.26,45.8,1986-05-13,0.0
892,5.26,45.8,1986-05-14,0.0
893,5.26,45.8,1986-05-15,0.0
894,5.26,45.8,1986-05-16,0.0
895,5.26,45.8,1986-05-17,0.0
896,5.26,45.8,1986-05-18,0.0
897,5.26,45.8,1986-05-19,0.0
898,5.26,45.8,1986-05-20,0.0
899,5.26,45.8,1986-05-21,0.0
900,5.26,45.8,1986-05-22,0.0
901,5.26,45.8,1986-05-23,0.0
902,5.26,45.8,1986-05-24,0.0
903,5.26,45.8,1986-05-25,0.0
904,5.26,45.8,1986-05-26,0.0
905,5.26,45.8,1986-05-27,0.0
906,5.26,45.8,1986-05-28,0.0
907,5.26,45.8,1986-05-29,0.0
908,5.26,45.8,1986-05-30,0.0
909,5.26,45.8,1986-05-31,0.0
910,2.13,48.88,1986-04-27,0.0
911,2.13,48.88,1986-04-28,0.0
912,2.13,48.88,1986-04-29,0.0
913,2.13,48.88,1986-04-30,0.0
914,2.13,48.88,1986-05-01,0.0
915,2.13,48.88,1986-05-02,0.0
916,2.13,48.88,1986-05-03,0.0
917,2.13,48.88,1986-05-04,0.0
918,2.13,48.88,1986-05-05,0.0
919,2.13,48.88,1986-05-06,0.0
920,2.13,48.88,1986-05-07,0.0
921,2.13,48.88,1986-05-08,0.0
922,2.13,48.88,1986-05-09,0.0
923,2.13,48.88,1986-05-10,0.0
924,2.13,48.88,1986-05-11,0.0
925,2.13,48.88,1986-05-12,0.0
926,2.13,48.88,1986-05-13,0.0
927,2.13,48.88,1986-05-14,0.0
928,2.13,48.88,1986-05-15,0.0
929,2.13,48.88,1986-05-16,0.0
930,2.13,48.88,1986-05-17,0.0
931,2.13,48.88,1986-05-18,0.0
932,2.13,48.88,1986-05-19,0.0
933,2.13,48.88,1986-05-20,0.0
934,2.13,48.88,1986-05-21,0.0
935,2.13,48.88,1986-05-22,0.0
936,2.13,48.88,1986-05-23,0.0
937,2.13,48.88,1986-05-24,0.0
938,2.13,48.88,1986-05-25,0.0
939,2.13,48.88,1986-05-26,0.0
940,2.13,48.88,1986-05-27,0.0
941,2.13,48.88,1986-05-28,0.0
942,2.13,48.88,1986-05-29,0.0
943,2.13,48.88,1986-05-30,0.0
944,2.13,48.88,1986-05-31,0.0
945,4.8,44.13,1986-04-27,0.0
946,4.8,44.13,1986-04-28,0.0053
947,4.8,44.13,1986-04-29,0.0106
948,4.8,44.13,1986-04-30,0.0159
949,4.8,44.13,1986-05-01,0.1961
950,4.8,44.13,1986-05-02,0.999
951,4.8,44.13,1986-05-03,0.3515
952,4.8,44.13,1986-05-04,0.8695
953,4.8,44.13,1986-05-05,0.333
954,4.8,44.13,1986-05-06,0.3201923076923077
955,4.8,44.13,1986-05-07,0.3073846153846154
956,4.8,44.13,1986-05-08,0.2945769230769231
957,4.8,44.13,1986-05-09,0.2817692307692308
958,4.8,44.13,1986-05-10,0.26896153846153853
959,4.8,44.13,1986-05-11,0.25615384615384623
960,4.8,44.13,1986-05-12,0.24334615384615393
961,4.8,44.13,1986-05-13,0.23053846153846164
962,4.8,44.13,1986-05-14,0.21773076923076934
963,4.8,44.13,1986-05-15,0.20492307692307704
964,4.8,44.13,1986-05-16,0.19211538461538474
965,4.8,44.13,1986-05-17,0.17930769230769245
966,4.8,44.13,1986-05-18,0.16650000000000015
967,4.8,44.13,1986-05-19,0.15369230769230785
968,4.8,44.13,1986-05-20,0.14088461538461555
969,4.8,44.13,1986-05-21,0.12807692307692325
970,4.8,44.13,1986-05-22,0.11526923076923096
971,4.8,44.13,1986-05-23,0.10246153846153866
972,4.8,44.13,1986-05-24,0.08965384615384636
973,4.8,44.13,1986-05-25,0.07684615384615406
974,4.8,44.13,1986-05-26,0.06403846153846177
975,4.8,44.13,1986-05-27,0.05123076923076947
976,4.8,44.13,1986-05-28,0.03842307692307717
977,4.8,44.13,1986-05-29,0.025615384615384873
978,4.8,44.13,1986-05-30,0.012807692307692575
979,4.8,44.13,1986-05-31,0.0
980,7.42,43.73,1986-04-27,0.0
981,7.42,43.73,1986-04-28,0.0075
982,7.42,43.73,1986-04-29,0.015
983,7.42,43.73,1986-04-30,0.0225
984,7.42,43.73,1986-05-01,0.03
985,7.42,43.73,1986-05-02,0.18
986,7.42,43.73,1986-05-03,1.099999
987,7.42,43.73,1986-05-04,1.509999
988,7.42,43.73,1986-05-05,1.0
989,7.42,43.73,1986-05-06,0.3
990,7.42,43.73,1986-05-07,0.18
991,7.42,43.73,1986-05-08,0.06
992,7.42,43.73,1986-05-09,0.05
993,7.42,43.73,1986-05-10,0.05
994,7.42,43.73,1986-05-11,0.04761904761904762
995,7.42,43.73,1986-05-12,0.045238095238095244
996,7.42,43.73,1986-05-13,0.042857142857142864
997,7.42,43.73,1986-05-14,0.040476190476190485
998,7.42,43.73,1986-05-15,0.038095238095238106
999,7.42,43.73,1986-05-16,0.035714285714285726
1000,7.42,43.73,1986-05-17,0.03333333333333335
1001,7.42,43.73,1986-05-18,0.030952380952380967
1002,7.42,43.73,1986-05-19,0.028571428571428588
1003,7.42,43.73,1986-05-20,0.02619047619047621
1004,7.42,43.73,1986-05-21,0.02380952380952383
1005,7.42,43.73,1986-05-22,0.02142857142857145
1006,7.42,43.73,1986-05-23,0.01904761904761907
1007,7.42,43.73,1986-05-24,0.01666666666666669
1008,7.42,43.73,1986-05-25,0.014285714285714311
1009,7.42,43.73,1986-05-26,0.011904761904761932
1010,7.42,43.73,1986-05-27,0.009523809523809552
1011,7.42,43.73,1986-05-28,0.007142857142857173
1012,7.42,43.73,1986-05-29,0.0047619047619047936
1013,7.42,43.73,1986-05-30,0.002380952380952414
1014,7.42,43.73,1986-05-31,0.0
1015,2.18,48.68,1986-04-27,0.0
1016,2.18,48.68,1986-04-28,0.646
1017,2.18,48.68,1986-04-29,1.292
1018,2.18,48.68,1986-04-30,1.9380000000000002
1019,2.18,48.68,1986-05-01,2.584
1020,2.18,48.68,1986-05-02,3.23
1021,2.18,48.68,1986-05-03,0.142
1022,2.18,48.68,1986-05-04,0.00065
1023,2.18,48.68,1986-05-05,0.005
1024,2.18,48.68,1986-05-06,0.0005
1025,2.18,48.68,1986-05-07,0.0038
1026,2.18,48.68,1986-05-08,0.005
1027,2.18,48.68,1986-05-09,0.0045
1028,2.18,48.68,1986-05-10,0.0007
1029,2.18,48.68,1986-05-11,0.0006666666666666666
1030,2.18,48.68,1986-05-12,0.0006333333333333333
1031,2.18,48.68,1986-05-13,0.0006
1032,2.18,48.68,1986-05-14,0.0005666666666666666
1033,2.18,48.68,1986-05-15,0.0005333333333333333
1034,2.18,48.68,1986-05-16,0.0004999999999999999
1035,2.18,48.68,1986-05-17,0.00046666666666666655
1036,2.18,48.68,1986-05-18,0.0004333333333333332
1037,2.18,48.68,1986-05-19,0.00039999999999999986
1038,2.18,48.68,1986-05-20,0.0003666666666666665
1039,2.18,48.68,1986-05-21,0.00033333333333333316
1040,2.18,48.68,1986-05-22,0.0002999999999999998
1041,2.18,48.68,1986-05-23,0.00026666666666666646
1042,2.18,48.68,1986-05-24,0.00023333333333333311
1043,2.18,48.68,1986-05-25,0.00019999999999999977
1044,2.18,48.68,1986-05-26,0.00016666666666666642
1045,2.18,48.68,1986-05-27,0.00013333333333333307
1046,2.18,48.68,1986-05-28,9.999999999999972e-05
1047,2.18,48.68,1986-05-29,6.666666666666637e-05
1048,2.18,48.68,1986-05-30,3.333333333333302e-05
1049,2.18,48.68,1986-05-31,0.0
1050,2.36,48.85,1986-04-27,0.0
1051,2.36,48.85,1986-04-28,2.333333333333333e-06
1052,2.36,48.85,1986-04-29,4.666666666666666e-06
1053,2.36,48.85,1986-04-30,7e-06
1054,2.36,48.85,1986-05-01,0.19
1055,2.36,48.85,1986-05-02,1.49
1056,2.36,48.85,1986-05-03,0.95
1057,2.36,48.85,1986-05-04,0.00074
1058,2.36,48.85,1986-05-05,0.017
1059,2.36,48.85,1986-05-06,0.0059
1060,2.36,48.85,1986-05-07,0.0039
1061,2.36,48.85,1986-05-08,0.0025
1062,2.36,48.85,1986-05-09,0.0021
1063,2.36,48.85,1986-05-10,0.00033
1064,2.36,48.85,1986-05-11,0.00059
1065,2.36,48.85,1986-05-12,0.0006850000000000001
1066,2.36,48.85,1986-05-13,0.00078
1067,2.36,48.85,1986-05-14,0.0013
1068,2.36,48.85,1986-05-15,0.00165
1069,2.36,48.85,1986-05-16,0.002
1070,2.36,48.85,1986-05-17,0.0022500000000000003
1071,2.36,48.85,1986-05-18,0.0025
1072,2.36,48.85,1986-05-19,0.001253
1073,2.36,48.85,1986-05-20,6e-06
1074,2.36,48.85,1986-05-21,5.4545454545454545e-06
1075,2.36,48.85,1986-05-22,4.909090909090909e-06
1076,2.36,48.85,1986-05-23,4.363636363636363e-06
1077,2.36,48.85,1986-05-24,3.818181818181817e-06
1078,2.36,48.85,1986-05-25,3.2727272727272717e-06
1079,2.36,48.85,1986-05-26,2.727272727272726e-06
1080,2.36,48.85,1986-05-27,2.1818181818181803e-06
1081,2.36,48.85,1986-05-28,1.6363636363636346e-06
1082,2.36,48.85,1986-05-29,1.0909090909090889e-06
1083,2.36,48.85,1986-05-30,5.454545454545432e-07
1084,2.36,48.85,1986-05-31,0.0
1085,2.16,48.73,1986-04-27,0.0
1086,2.16,48.73,1986-04-28,0.27999999999999997
1087,2.16,48.73,1986-04-29,0.5599999999999999
1088,2.16,48.73,1986-04-30,0.8399999999999999
1089,2.16,48.73,1986-05-01,1.1199999999999999
1090,2.16,48.73,1986-05-02,1.4
1091,2.16,48.73,1986-05-03,0.2
1092,2.16,48.73,1986-05-04,0.002
1093,2.16,48.73,1986-05-05,0.01
1094,2.16,48.73,1986-05-06,0.002
1095,2.16,48.73,1986-05-07,0.0096
1096,2.16,48.73,1986-05-08,0.0052
1097,2.16,48.73,1986-05-09,0.0022
1098,2.16,48.73,1986-05-10,0.00087
1099,2.16,48.73,1986-05-11,0.00047
1100,2.16,48.73,1986-05-12,0.0004465
1101,2.16,48.73,1986-05-13,0.00042300000000000004
1102,2.16,48.73,1986-05-14,0.00039950000000000006
1103,2.16,48.73,1986-05-15,0.0003760000000000001
1104,2.16,48.73,1986-05-16,0.0003525000000000001
1105,2.16,48.73,1986-05-17,0.00032900000000000014
1106,2.16,48.73,1986-05-18,0.00030550000000000016
1107,2.16,48.73,1986-05-19,0.0002820000000000002
1108,2.16,48.73,1986-05-20,0.0002585000000000002
1109,2.16,48.73,1986-05-21,0.00023500000000000024
1110,2.16,48.73,1986-05-22,0.00021150000000000026
1111,2.16,48.73,1986-05-23,0.0001880000000000003
1112,2.16,48.73,1986-05-24,0.0001645000000000003
1113,2.16,48.73,1986-05-25,0.00014100000000000034
1114,2.16,48.73,1986-05-26,0.00011750000000000036
1115,2.16,48.73,1986-05-27,9.400000000000039e-05
1116,2.16,48.73,1986-05-28,7.050000000000041e-05
1117,2.16,48.73,1986-05-29,4.700000000000044e-05
1118,2.16,48.73,1986-05-30,2.3500000000000463e-05
1119,2.16,48.73,1986-05-31,0.0
1120,4.75,45.4,1986-04-27,0.0
1121,4.75,45.4,1986-04-28,0.0
1122,4.75,45.4,1986-04-29,0.0
1123,4.75,45.4,1986-04-30,0.0
1124,4.75,45.4,1986-05-01,0.0
1125,4.75,45.4,1986-05-02,0.0
1126,4.75,45.4,1986-05-03,0.0
1127,4.75,45.4,1986-05-04,0.0
1128,4.75,45.4,1986-05-05,0.0
1129,4.75,45.4,1986-05-06,0.0
1130,4.75,45.4,1986-05-07,0.0
1131,4.75,45.4,1986-05-08,0.0
1132,4.75,45.4,1986-05-09,0.0
1133,4.75,45.4,1986-05-10,0.0
1134,4.75,45.4,1986-05-11,0.0
1135,4.75,45.4,1986-05-12,0.0
1136,4.75,45.4,1986-05-13,0.0
1137,4.75,45.4,1986-05-14,0.0
1138,4.75,45.4,1986-05-15,0.0
1139,4.75,45.4,1986-05-16,0.0
1140,4.75,45.4,1986-05-17,0.0
1141,4.75,45.4,1986-05-18,0.0
1142,4.75,45.4,1986-05-19,0.0
1143,4.75,45.4,1986-05-20,0.0
1144,4.75,45.4,1986-05-21,0.0
1145,4.75,45.4,1986-05-22,0.0
1146,4.75,45.4,1986-05-23,0.0
1147,4.75,45.4,1986-05-24,0.0
1148,4.75,45.4,1986-05-25,0.0
1149,4.75,45.4,1986-05-26,0.0
1150,4.75,45.4,1986-05-27,0.0
1151,4.75,45.4,1986-05-28,0.0
1152,4.75,45.4,1986-05-29,0.0
1153,4.75,45.4,1986-05-30,0.0
1154,4.75,45.4,1986-05-31,0.0
1155,1.58,47.71,1986-04-27,0.0
1156,1.58,47.71,1986-04-28,0.0
1157,1.58,47.71,1986-04-29,0.0
1158,1.58,47.71,1986-04-30,0.0
1159,1.58,47.71,1986-05-01,0.0
1160,1.58,47.71,1986-05-02,0.0
1161,1.58,47.71,1986-05-03,0.0
1162,1.58,47.71,1986-05-04,0.0
1163,1.58,47.71,1986-05-05,0.0
1164,1.58,47.71,1986-05-06,0.0
1165,1.58,47.71,1986-05-07,0.0
1166,1.58,47.71,1986-05-08,0.0
1167,1.58,47.71,1986-05-09,0.0
1168,1.58,47.71,1986-05-10,0.0
1169,1.58,47.71,1986-05-11,0.0
1170,1.58,47.71,1986-05-12,0.0
1171,1.58,47.71,1986-05-13,0.0
1172,1.58,47.71,1986-05-14,0.0
1173,1.58,47.71,1986-05-15,0.0
1174,1.58,47.71,1986-05-16,0.0
1175,1.58,47.71,1986-05-17,0.0
1176,1.58,47.71,1986-05-18,0.0
1177,1.58,47.71,1986-05-19,0.0
1178,1.58,47.71,1986-05-20,0.0
1179,1.58,47.71,1986-05-21,0.0
1180,1.58,47.71,1986-05-22,0.0
1181,1.58,47.71,1986-05-23,0.0
1182,1.58,47.71,1986-05-24,0.0
1183,1.58,47.71,1986-05-25,0.0
1184,1.58,47.71,1986-05-26,0.0
1185,1.58,47.71,1986-05-27,0.0
1186,1.58,47.71,1986-05-28,0.0
1187,1.58,47.71,1986-05-29,0.0
1188,1.58,47.71,1986-05-30,0.0
1189,1.58,47.71,1986-05-31,0.0
1190,4.73,44.33,1986-04-27,0.0
1191,4.73,44.33,1986-04-28,0.0105
1192,4.73,44.33,1986-04-29,0.021
1193,4.73,44.33,1986-04-30,0.0315
1194,4.73,44.33,1986-05-01,0.042
